ZSWIM2,PTHR21540:SF3,PTHR21540
IFT81,PTHR15614:SF2,PTHR15614
B3GAT2,PTHR10896:SF8,PTHR10896
LRATD1,PTHR46341:SF1,PTHR46341
CXorf38,PTHR35083:SF1,PTHR35083
DLX1,PTHR24327:SF33,PTHR24327
FAM136A,PTHR21096:SF0,PTHR21096
FANCD2OS,PTHR31036:SF0,PTHR31036
UMODL1,PTHR14002:SF22,PTHR14002
TIPRL,PTHR21021:SF16,PTHR21021
DAPK2,PTHR24342:SF15,PTHR24342
CAAP1,PTHR14740:SF3,PTHR14740
IGLV4-3,PTHR23267:SF462,PTHR23267
SLC26A5,PTHR11814:SF32,PTHR11814
ARHGAP6,PTHR12635:SF6,PTHR12635
TAGAP,PTHR23179:SF26,PTHR23179
GDPD2,PTHR23344:SF1,PTHR23344
PDE12,PTHR12121:SF37,PTHR12121
ONECUT2,PTHR14057:SF10,PTHR14057
OR52I1,PTHR26450:SF177,PTHR26450
PGA3,PTHR47966:SF22,PTHR47966
LAIR2,PTHR11738:SF129,PTHR11738
ADIPOR2,PTHR20855:SF33,PTHR20855
SLC12A5,PTHR11827:SF54,PTHR11827
PDS5B,PTHR12663:SF1,PTHR12663
NTN3,PTHR11636:SF84,PTHR11636
HEPACAM2,PTHR44888:SF1,PTHR44888
SCEL,PTHR15468:SF7,PTHR15468
OR4D10,PTHR48002:SF68,PTHR48002
MYL10,PTHR23049:SF36,PTHR23049
ARMCX4,PTHR47081:SF1,PTHR47081
SLC7A6,PTHR11785:SF398,PTHR11785
EVI5,PTHR22957:SF679,PTHR22957
LHX9,PTHR24208:SF95,PTHR24208
GGPS1,PTHR12001:SF44,PTHR12001
GPR22,PTHR24241:SF1,PTHR24241
LPAR4,PTHR24232:SF41,PTHR24232
SFXN3,PTHR11153:SF20,PTHR11153
OR10AG1,PTHR26453:SF159,PTHR26453
TEX28P2,PTHR17613:SF10,PTHR17613
IGLV8-61,PTHR23267:SF176,PTHR23267
DMRTA2,PTHR12322:SF76,PTHR12322
RPS3,PTHR11760:SF36,PTHR11760
MEIS2,PTHR11850:SF47,PTHR11850
ZNF81,PTHR24377:SF5,PTHR24377
ELAVL2,PTHR10352:SF12,PTHR10352
AAMDC,PTHR15811:SF5,PTHR15811
MPPED1,PTHR12905:SF31,PTHR12905
LDHB,PTHR43128:SF29,PTHR43128
TMEM101,PTHR31034:SF2,PTHR31034
PIM1,PTHR22984:SF29,PTHR22984
ZBTB7B,PTHR46105:SF4,PTHR46105
ORM1,PTHR11967:SF2,PTHR11967
OR9G9,PTHR24242:SF158,PTHR24242
CLUH,PTHR12601:SF6,PTHR12601
RAB5C,PTHR24073:SF366,PTHR24073
NR5A2,PTHR24086:SF18,PTHR24086
C17orf75,PTHR14416:SF2,PTHR14416
LAMP3,PTHR11506:SF30,PTHR11506
SPAG1,PTHR45984:SF3,PTHR45984
AMIGO2,PTHR24368:SF209,PTHR24368
YIPF5,PTHR21236:SF6,PTHR21236
CCDC89,PTHR34768:SF1,PTHR34768
SPDYE14,PTHR31156:SF15,PTHR31156
DRG2,PTHR43127:SF2,PTHR43127
TRIP6,PTHR24212:SF7,PTHR24212
ZSCAN10,PTHR24377:SF369,PTHR24377
AEN,PTHR12801:SF57,PTHR12801
MAIP1,PTHR13333:SF5,PTHR13333
BLOC1S4,PTHR16230:SF4,PTHR16230
SERTAD2,PTHR16277:SF10,PTHR16277
MED30,PTHR31705:SF4,PTHR31705
TPBGL,PTHR24364:SF16,PTHR24364
RBM6,PTHR13948:SF22,PTHR13948
NAALADL2,PTHR10404:SF32,PTHR10404
RANGRF,PTHR15837:SF0,PTHR15837
DCUN1D2,PTHR12281:SF16,PTHR12281
IL17RC,PTHR15583:SF12,PTHR15583
WASL,PTHR13037:SF23,PTHR13037
DBNDD2,PTHR16294:SF7,PTHR16294
COL2A1,PTHR24023:SF58,PTHR24023
CLHC1,PTHR10292:SF11,PTHR10292
SCGB1D2,PTHR11332:SF10,PTHR11332
IQCF5,PTHR21633:SF24,PTHR21633
C1orf127,PTHR38653:SF1,PTHR38653
TLCD3A,PTHR13439:SF20,PTHR13439
ZNF497,PTHR24404:SF50,PTHR24404
SLC30A5,PTHR45755:SF1,PTHR45755
RAPH1,PTHR11243:SF15,PTHR11243
PCBD1,PTHR12599:SF13,PTHR12599
LPAR1,PTHR22750:SF22,PTHR22750
ARMH4,PTHR21585:SF0,PTHR21585
SYT5,PTHR10024:SF282,PTHR10024
EFHC1,PTHR12086:SF9,PTHR12086
GRHL3,PTHR11037:SF6,PTHR11037
KLHDC4,PTHR46063:SF1,PTHR46063
LMNB1,PTHR45721:SF3,PTHR45721
ZNF75A,PTHR24381:SF268,PTHR24381
FCER1G,PTHR16803:SF0,PTHR16803
GPM6B,PTHR11683:SF10,PTHR11683
MKRN4P,PTHR11224:SF53,PTHR11224
H2AB3,PTHR23430:SF23,PTHR23430
MOGAT3,PTHR12317:SF36,PTHR12317
ANKLE1,PTHR46427:SF1,PTHR46427
ADAD1,PTHR10910:SF103,PTHR10910
AGAP9,PTHR45819:SF7,PTHR45819
CACNA1F,PTHR45628:SF2,PTHR45628
ABHD4,PTHR42886:SF21,PTHR42886
TYW5,PTHR12461:SF97,PTHR12461
TNN,PTHR19143:SF348,PTHR19143
INPP4A,PTHR12187:SF4,PTHR12187
LRP8,PTHR24270:SF3,PTHR24270
TMPPE,PTHR31302:SF0,PTHR31302
APBA1,PTHR12345:SF14,PTHR12345
MMP24,PTHR10201:SF138,PTHR10201
EPHA2,PTHR24416:SF306,PTHR24416
KRTAP1-3,PTHR23262:SF145,PTHR23262
MAP2K2,PTHR48013:SF8,PTHR48013
ANXA6,PTHR10502:SF19,PTHR10502
FAM90A23P,PTHR16035:SF14,PTHR16035
SAP25,PTHR39231:SF1,PTHR39231
PRKCA,PTHR24356:SF193,PTHR24356
KRTAP9-3,PTHR23262:SF210,PTHR23262
PGA4,PTHR47966:SF22,PTHR47966
TEX37,PTHR36882:SF1,PTHR36882
THEG,PTHR15901:SF16,PTHR15901
NUP88,PTHR13257:SF0,PTHR13257
GOLGA8H,PTHR10881:SF62,PTHR10881
EXOC1,PTHR16092:SF33,PTHR16092
ZFHX3,PTHR45891:SF4,PTHR45891
HECW1,PTHR11254:SF79,PTHR11254
IGSF23,PTHR44337:SF13,PTHR44337
SELL,PTHR19325:SF543,PTHR19325
CAPNS1,PTHR46735:SF1,PTHR46735
TIMM23B,PTHR15371:SF34,PTHR15371
DHRS3,PTHR24322:SF483,PTHR24322
FBXW5,PTHR20995:SF17,PTHR20995
RPS6KA6,PTHR24351:SF98,PTHR24351
DNAJA4,PTHR43888:SF9,PTHR43888
MLH3,PTHR10073:SF47,PTHR10073
PPP2R2B,PTHR11871:SF1,PTHR11871
GPR149,PTHR24229:SF32,PTHR24229
SCOC,PTHR21614:SF1,PTHR21614
GLDC,PTHR11773:SF1,PTHR11773
ANKRD37,PTHR24201:SF0,PTHR24201
ZNF16,PTHR24377:SF879,PTHR24377
CYP2C8,PTHR24300:SF317,PTHR24300
RAMP1,PTHR14076:SF3,PTHR14076
IRX6,PTHR11211:SF11,PTHR11211
ETHE1,PTHR43084:SF1,PTHR43084
ZNF791,PTHR24379:SF106,PTHR24379
ARHGEF9,PTHR45834:SF6,PTHR45834
TOMM20,PTHR12430:SF2,PTHR12430
ZFAND2A,PTHR14677:SF11,PTHR14677
RFX2,PTHR12619:SF17,PTHR12619
METTL11B,PTHR12753:SF2,PTHR12753
LCMT2,PTHR46529:SF1,PTHR46529
SLC12A2,PTHR11827:SF58,PTHR11827
APOL1,PTHR14096:SF55,PTHR14096
ZNHIT1,PTHR13093:SF0,PTHR13093
KIF2B,PTHR24115:SF524,PTHR24115
CFAP53,PTHR31183:SF1,PTHR31183
CDX2,PTHR24332:SF27,PTHR24332
EDRF1,PTHR15000:SF1,PTHR15000
MRPL58,PTHR11075:SF54,PTHR11075
TSHZ2,PTHR12487:SF3,PTHR12487
MYRF,PTHR13029:SF16,PTHR13029
GVQW3,PTHR46060:SF1,PTHR46060
SMTNL2,PTHR23167:SF37,PTHR23167
GGTLC3,PTHR45027:SF6,PTHR45027
GNAI2,PTHR10218:SF73,PTHR10218
TTC3,PTHR17550:SF6,PTHR17550
LETMD1,PTHR14009:SF13,PTHR14009
CPNE1,PTHR10857:SF2,PTHR10857
ARNTL,PTHR23042:SF52,PTHR23042
AMZ1,PTHR32205:SF4,PTHR32205
S1PR1,PTHR22750:SF16,PTHR22750
TIMM21,PTHR13032:SF6,PTHR13032
DNAJB1,PTHR24078:SF568,PTHR24078
VGF,PTHR15159:SF2,PTHR15159
TNR,PTHR19143:SF254,PTHR19143
TRAV36DV7,PTHR19433:SF83,PTHR19433
SNX13,PTHR22775:SF3,PTHR22775
LINC02218,PTHR13218:SF17,PTHR13218
GRAMD4,PTHR37402:SF1,PTHR37402
TGFB1,PTHR11848:SF125,PTHR11848
TNPO2,PTHR10527:SF17,PTHR10527
CARTPT,PTHR16655:SF0,PTHR16655
CARS1,PTHR10890:SF3,PTHR10890
TRBV5-3,PTHR23268:SF6,PTHR23268
PNPT1,PTHR11252:SF9,PTHR11252
SOX30,PTHR47279:SF1,PTHR47279
BBS9,PTHR20991:SF0,PTHR20991
ZBED5,PTHR45935:SF9,PTHR45935
RIPPLY1,PTHR16770:SF5,PTHR16770
ZDHHC11B,PTHR22883:SF22,PTHR22883
EFCAB7,PTHR46819:SF1,PTHR46819
RLBP1,PTHR10174:SF200,PTHR10174
IL15RA,PTHR15060:SF0,PTHR15060
GBA,PTHR11069:SF33,PTHR11069
TMEM179,PTHR31872:SF4,PTHR31872
GPR89A,PTHR15948:SF0,PTHR15948
ANKRD11,PTHR24149:SF15,PTHR24149
IMPDH1,PTHR11911:SF74,PTHR11911
IFT172,PTHR15722:SF2,PTHR15722
TMEM191B,PTHR38498:SF1,PTHR38498
DGKQ,PTHR11255:SF34,PTHR11255
SFRP5,PTHR11309:SF46,PTHR11309
PHC1,PTHR12247:SF20,PTHR12247
PLEKHD1,PTHR14383:SF1,PTHR14383
MGARP,PTHR22910:SF6,PTHR22910
WDR35,PTHR16517:SF1,PTHR16517
PRAMEF22,PTHR14224:SF79,PTHR14224
TARBP1,PTHR12029:SF11,PTHR12029
TMEM94,PTHR13219:SF6,PTHR13219
BABAM2,PTHR15189:SF7,PTHR15189
FUT2,PTHR11927:SF2,PTHR11927
RYR3,PTHR46399:SF9,PTHR46399
CD38,PTHR10912:SF5,PTHR10912
UBE2F,PTHR24068:SF129,PTHR24068
CCDC185,PTHR33663:SF3,PTHR33663
SAMD5,PTHR12301:SF8,PTHR12301
PLA1A,PTHR11610:SF111,PTHR11610
ALLC,PTHR12045:SF3,PTHR12045
DLG5,PTHR46360:SF1,PTHR46360
ATAD3B,PTHR23075:SF2,PTHR23075
TRIM54,PTHR24103:SF596,PTHR24103
TMEM61,PTHR37151:SF1,PTHR37151
IKZF4,PTHR24404:SF28,PTHR24404
NDUFB1,PTHR15222:SF4,PTHR15222
HNRNPCL4,PTHR13968:SF30,PTHR13968
WRAP53,PTHR13211:SF0,PTHR13211
AS3MT,PTHR43675:SF8,PTHR43675
GC,PTHR11385:SF11,PTHR11385
SUMO3,PTHR10562:SF74,PTHR10562
U2AF2,PTHR23139:SF9,PTHR23139
FASTKD5,PTHR21228:SF70,PTHR21228
RNF208,PTHR22791:SF3,PTHR22791
SLC1A5,PTHR11958:SF19,PTHR11958
MVK,PTHR43290:SF2,PTHR43290
IGKV1-5,PTHR23267:SF373,PTHR23267
GK3P,PTHR10196:SF95,PTHR10196
MIF,PTHR11954:SF6,PTHR11954
ZNF638,PTHR15592:SF1,PTHR15592
ZC3HC1,PTHR15835:SF6,PTHR15835
RAB14,PTHR24073:SF185,PTHR24073
SLC39A14,PTHR12191:SF5,PTHR12191
FBXW8,PTHR44019:SF11,PTHR44019
CLEC2B,PTHR45710:SF15,PTHR45710
CSH1,PTHR11417:SF67,PTHR11417
LLCFC1,PTHR37348:SF1,PTHR37348
ADAMTS15,PTHR13723:SF39,PTHR13723
GSC,PTHR46643:SF2,PTHR46643
RPS21,PTHR10442:SF15,PTHR10442
STX18,PTHR15959:SF1,PTHR15959
WASHC2C,PTHR21669:SF38,PTHR21669
IL37,PTHR10078:SF31,PTHR10078
S1PR2,PTHR22750:SF17,PTHR22750
PYGM,PTHR11468:SF13,PTHR11468
CT83,PTHR38650:SF1,PTHR38650
NPY6R,PTHR24235:SF16,PTHR24235
SCAMP4,PTHR10687:SF11,PTHR10687
CCAR1,PTHR15439:SF28,PTHR15439
ZC2HC1C,PTHR14649:SF1,PTHR14649
CXCL8,PTHR10179:SF42,PTHR10179
MFSD3,PTHR12778:SF10,PTHR12778
IQCD,PTHR31598:SF1,PTHR31598
LGALS3,PTHR11346:SF26,PTHR11346
VSX2,PTHR46892:SF1,PTHR46892
IP6K1,PTHR12400:SF73,PTHR12400
BPTF,PTHR45975:SF2,PTHR45975
PAGE2B,PTHR14047:SF34,PTHR14047
PCDHGA2,PTHR24028:SF134,PTHR24028
BRAWNIN,PTHR28492:SF1,PTHR28492
KRTAP10-11,PTHR23262:SF125,PTHR23262
ZAP70,PTHR24418:SF369,PTHR24418
MPZ,PTHR13869:SF7,PTHR13869
CDK5RAP1,PTHR43020:SF2,PTHR43020
ZC3H6,PTHR13119:SF22,PTHR13119
OR10G8,PTHR26453:SF682,PTHR26453
PFKM,PTHR13697:SF4,PTHR13697
OPHN1,PTHR12552:SF2,PTHR12552
ANKRD20A8P,PTHR24147:SF1,PTHR24147
ATG4A,PTHR22624:SF35,PTHR22624
FBXO7,PTHR15537:SF2,PTHR15537
CDKL2,PTHR24056:SF241,PTHR24056
GJB3,PTHR11984:SF65,PTHR11984
GRHPR,PTHR10996:SF137,PTHR10996
GJA9,PTHR11984:SF60,PTHR11984
MTPAP,PTHR12271:SF133,PTHR12271
PAX7,PTHR45636:SF26,PTHR45636
SLC19A3,PTHR10686:SF37,PTHR10686
ANXA3,PTHR10502:SF25,PTHR10502
MFN1,PTHR10465:SF2,PTHR10465
TOB1,PTHR17537:SF6,PTHR17537
SMIM9,PTHR41687:SF1,PTHR41687
SAMD10,PTHR20843:SF1,PTHR20843
KEAP1,PTHR24412:SF162,PTHR24412
CRH,PTHR15035:SF9,PTHR15035
PIP4P2,PTHR21014:SF5,PTHR21014
ATP6V1C1,PTHR10137:SF5,PTHR10137
THY1,PTHR19226:SF2,PTHR19226
DUSP15,PTHR45948:SF4,PTHR45948
CBLN4,PTHR22923:SF3,PTHR22923
PLP2,PTHR22776:SF4,PTHR22776
PLA2G2A,PTHR11716:SF9,PTHR11716
MEOX1,PTHR24328:SF8,PTHR24328
CCDC136,PTHR15715:SF26,PTHR15715
FAT4,PTHR24026:SF124,PTHR24026
GABRQ,PTHR18945:SF579,PTHR18945
CREB3L3,PTHR45996:SF1,PTHR45996
CCDC38,PTHR21683:SF7,PTHR21683
SYF2,PTHR13264:SF5,PTHR13264
ZNF316,PTHR24408:SF54,PTHR24408
MACF1,PTHR23169:SF25,PTHR23169
BANF2,PTHR47507:SF4,PTHR47507
MAN2B1,PTHR11607:SF3,PTHR11607
UBXN2B,PTHR23333:SF14,PTHR23333
TMEM165,PTHR12608:SF1,PTHR12608
ATG9A,PTHR13038:SF13,PTHR13038
ARHGAP44,PTHR14130:SF13,PTHR14130
APOF,PTHR15011:SF3,PTHR15011
SECISBP2L,PTHR13284:SF10,PTHR13284
HIPK1,PTHR24058:SF43,PTHR24058
TDRD9,PTHR18934:SF113,PTHR18934
NUP50,PTHR23138:SF141,PTHR23138
SLFN5,PTHR12155:SF26,PTHR12155
OR51M1,PTHR26450:SF44,PTHR26450
AUNIP,PTHR14526:SF2,PTHR14526
CBLN2,PTHR22923:SF50,PTHR22923
LYPLA2,PTHR10655:SF13,PTHR10655
CYP2C18,PTHR24300:SF374,PTHR24300
CEP192,PTHR16029:SF11,PTHR16029
NUMB,PTHR47368:SF5,PTHR47368
C1QTNF3,PTHR22923:SF62,PTHR22923
FBXO24,PTHR47004:SF1,PTHR47004
SWAP70,PTHR14383:SF6,PTHR14383
CDV3,PTHR16284:SF13,PTHR16284
KRTAP19-6,PTHR38140:SF8,PTHR38140
DGAT2L6,PTHR12317:SF19,PTHR12317
CAMTA1,PTHR23335:SF11,PTHR23335
CA5A,PTHR18952:SF89,PTHR18952
FKBP1A,PTHR10516:SF301,PTHR10516
PTPRC,PTHR19134:SF539,PTHR19134
DIPK1A,PTHR21093:SF4,PTHR21093
UBE2K,PTHR24068:SF147,PTHR24068
GDPD4,PTHR23344:SF13,PTHR23344
KLC3,PTHR45783:SF1,PTHR45783
WFIKKN1,PTHR45938:SF6,PTHR45938
CST3,PTHR46186:SF10,PTHR46186
PLCB3,PTHR10336:SF11,PTHR10336
PLEKHA1,PTHR14336:SF4,PTHR14336
ZNF251,PTHR24377:SF966,PTHR24377
CT47A12,PTHR32157:SF8,PTHR32157
OR10Z1,PTHR26451:SF49,PTHR26451
TSSK4,PTHR24343:SF345,PTHR24343
EPHA1,PTHR24416:SF28,PTHR24416
RASL10B,PTHR46350:SF1,PTHR46350
DUOXA2,PTHR31158:SF2,PTHR31158
SEMA4A,PTHR11036:SF15,PTHR11036
PYM1,PTHR22959:SF0,PTHR22959
PRAMEF4,PTHR14224:SF19,PTHR14224
RPIA,PTHR11934:SF0,PTHR11934
CD274,PTHR25466:SF3,PTHR25466
RPF1,PTHR22734:SF3,PTHR22734
FKBP5,PTHR10516:SF26,PTHR10516
GAGE4,PTHR14047:SF30,PTHR14047
CHRND,PTHR18945:SF61,PTHR18945
SLC5A3,PTHR11819:SF150,PTHR11819
NCAPH,PTHR13108:SF9,PTHR13108
RHOBTB2,PTHR24072:SF137,PTHR24072
ANKLE2,PTHR12349:SF4,PTHR12349
SLITRK2,PTHR45773:SF4,PTHR45773
RAB20,PTHR24073:SF941,PTHR24073
CD226,PTHR47011:SF1,PTHR47011
RBBP5,PTHR44040:SF1,PTHR44040
CYSLTR2,PTHR24230:SF10,PTHR24230
KREMEN2,PTHR24269:SF15,PTHR24269
NFKB2,PTHR24169:SF21,PTHR24169
TNFRSF1A,PTHR46861:SF1,PTHR46861
WIF1,PTHR14949:SF32,PTHR14949
OR8K3,PTHR48018:SF28,PTHR48018
OR13D1,PTHR26453:SF0,PTHR26453
AZI2,PTHR14432:SF6,PTHR14432
GAGE12E,PTHR14047:SF30,PTHR14047
SOX6,PTHR45789:SF1,PTHR45789
AGTRAP,PTHR16521:SF3,PTHR16521
USP17L21,PTHR24006:SF651,PTHR24006
TCERG1L,PTHR15377:SF5,PTHR15377
FAM3B,PTHR14592:SF2,PTHR14592
ACOT6,PTHR10824:SF17,PTHR10824
NUMA1,PTHR18902:SF24,PTHR18902
TRIB3,PTHR22961:SF14,PTHR22961
MED1,PTHR12881:SF10,PTHR12881
IFNA8,PTHR11691:SF28,PTHR11691
IGHV3OR15-7,PTHR23266:SF346,PTHR23266
TEX12,PTHR37349:SF1,PTHR37349
MSMP,PTHR10500:SF4,PTHR10500
TRERF1,PTHR16089:SF19,PTHR16089
ECH1,PTHR43149:SF1,PTHR43149
GPBP1L1,PTHR14339:SF10,PTHR14339
AGXT,PTHR21152:SF24,PTHR21152
ZWINT,PTHR31504:SF1,PTHR31504
KRTAP6-1,PTHR31678:SF2,PTHR31678
UBE2M,PTHR24068:SF487,PTHR24068
PSMF1,PTHR13266:SF1,PTHR13266
RRH,PTHR24240:SF77,PTHR24240
IDS,PTHR45953:SF1,PTHR45953
TNRC6B,PTHR13020:SF32,PTHR13020
GABRA3,PTHR18945:SF216,PTHR18945
ERCC8,PTHR46202:SF1,PTHR46202
HHLA2,PTHR24100:SF106,PTHR24100
EFNB3,PTHR11304:SF34,PTHR11304
NBL1,PTHR15283:SF5,PTHR15283
PPP1R42,PTHR45973:SF30,PTHR45973
URM1,PTHR14986:SF4,PTHR14986
TUBB,PTHR11588:SF61,PTHR11588
SYTL1,PTHR45716:SF3,PTHR45716
OR7G2,PTHR48001:SF96,PTHR48001
OR8G3P,PTHR48018:SF172,PTHR48018
PCDHGB6,PTHR24028:SF66,PTHR24028
ZNF550,PTHR24381:SF154,PTHR24381
BMT2,PTHR21008:SF0,PTHR21008
PADI3,PTHR10837:SF21,PTHR10837
TGFBRAP1,PTHR12894:SF48,PTHR12894
EDN3,PTHR13874:SF11,PTHR13874
GDI2,PTHR11787:SF1,PTHR11787
NIBAN3,PTHR14392:SF4,PTHR14392
LYSMD2,PTHR20932:SF4,PTHR20932
RNF6,PTHR45931:SF2,PTHR45931
GTPBP1,PTHR43721:SF9,PTHR43721
C8orf37,PTHR33958:SF1,PTHR33958
RNF10,PTHR12983:SF9,PTHR12983
KCTD12,PTHR14499:SF29,PTHR14499
GPR68,PTHR24234:SF5,PTHR24234
TRAV39,PTHR19433:SF114,PTHR19433
TAS2R41,PTHR11394:SF73,PTHR11394
ZNF91,PTHR24376:SF210,PTHR24376
PHTF2,PTHR12680:SF2,PTHR12680
PLEKHH2,PTHR22903:SF3,PTHR22903
EXOC4,PTHR14146:SF0,PTHR14146
THOP1,PTHR11804:SF50,PTHR11804
DNASE2,PTHR10858:SF9,PTHR10858
TMEM186,PTHR13603:SF1,PTHR13603
C9orf153,PTHR37353:SF1,PTHR37353
TMEM150C,PTHR21324:SF7,PTHR21324
RPS19BP1,PTHR31454:SF2,PTHR31454
CASP7,PTHR10454:SF31,PTHR10454
CCDC69,PTHR24200:SF6,PTHR24200
MORC4,PTHR23336:SF22,PTHR23336
MTRNR2L9,PTHR33895:SF18,PTHR33895
OR2K2,PTHR26453:SF198,PTHR26453
POGLUT1,PTHR12203:SF35,PTHR12203
RRP7A,PTHR13191:SF0,PTHR13191
ZNF3,PTHR24381:SF410,PTHR24381
ALOX5AP,PTHR10250:SF2,PTHR10250
KATNA1,PTHR23074:SF71,PTHR23074
H2BC14,PTHR23428:SF232,PTHR23428
BICDL2,PTHR32123:SF11,PTHR32123
FAF2,PTHR23322:SF1,PTHR23322
PFDN6,PTHR21431:SF0,PTHR21431
PARP12,PTHR45740:SF6,PTHR45740
OR10G2,PTHR26453:SF88,PTHR26453
LHX1,PTHR24208:SF106,PTHR24208
SRC,PTHR24418:SF53,PTHR24418
TMEM185B,PTHR13568:SF5,PTHR13568
GPATCH1,PTHR13384:SF19,PTHR13384
SLC16A1,PTHR11360:SF24,PTHR11360
SERPINI2,PTHR11461:SF51,PTHR11461
KRT26,PTHR23239:SF162,PTHR23239
LMAN1L,PTHR12223:SF31,PTHR12223
SLITRK1,PTHR45773:SF7,PTHR45773
TRBV3-1,PTHR23268:SF92,PTHR23268
PAICS,PTHR43599:SF3,PTHR43599
UROD,PTHR21091:SF169,PTHR21091
AAK1,PTHR47907:SF3,PTHR47907
CALM3,PTHR23050:SF427,PTHR23050
CCDC8,PTHR47741:SF1,PTHR47741
VAT1L,PTHR44054:SF2,PTHR44054
CPT1C,PTHR22589:SF55,PTHR22589
CBLC,PTHR23007:SF12,PTHR23007
DHX8,PTHR18934:SF85,PTHR18934
YPEL2,PTHR13848:SF3,PTHR13848
SMPD4,PTHR12988:SF6,PTHR12988
JAGN1,PTHR20955:SF1,PTHR20955
MMP23B,PTHR10201:SF7,PTHR10201
PIK3R2,PTHR10155:SF1,PTHR10155
ARHGEF2,PTHR13944:SF20,PTHR13944
FAM83F,PTHR16181:SF19,PTHR16181
UNC5C,PTHR12582:SF7,PTHR12582
WDR6,PTHR14344:SF3,PTHR14344
ABI2,PTHR10460:SF26,PTHR10460
MOB3B,PTHR22599:SF22,PTHR22599
AFDN,PTHR10398:SF2,PTHR10398
GOLGA6L19,PTHR23143:SF19,PTHR23143
TGM4,PTHR11590:SF70,PTHR11590
B3GNT4,PTHR11214:SF368,PTHR11214
NUP133,PTHR13405:SF11,PTHR13405
INSL3,PTHR10423:SF6,PTHR10423
ZSCAN30,PTHR23226:SF128,PTHR23226
MCF2L2,PTHR22826:SF201,PTHR22826
FIBIN,PTHR31185:SF0,PTHR31185
MTERF4,PTHR13068:SF203,PTHR13068
SMIM13,PTHR36877:SF1,PTHR36877
PTDSS1,PTHR15362:SF15,PTHR15362
HS3ST6,PTHR10605:SF62,PTHR10605
S100A9,PTHR11639:SF79,PTHR11639
HSP90AB1,PTHR11528:SF79,PTHR11528
SERPINF2,PTHR11461:SF20,PTHR11461
MTF1,PTHR19818:SF131,PTHR19818
CTRB2,PTHR24250:SF53,PTHR24250
WNT6,PTHR12027:SF72,PTHR12027
NLGN1,PTHR43903:SF2,PTHR43903
C1orf198,PTHR34394:SF1,PTHR34394
PRPF4,PTHR19846:SF5,PTHR19846
TRIM66,PTHR45915:SF7,PTHR45915
FUT11,PTHR11929:SF198,PTHR11929
SLC12A7,PTHR11827:SF47,PTHR11827
KDM4C,PTHR10694:SF104,PTHR10694
TTLL7,PTHR12241:SF147,PTHR12241
ASGR1,PTHR22802:SF240,PTHR22802
TNIK,PTHR48015:SF39,PTHR48015
PRB4,PTHR23203:SF15,PTHR23203
CTNNB1,PTHR45976:SF4,PTHR45976
IL22RA2,PTHR20859:SF51,PTHR20859
TCF12,PTHR11793:SF11,PTHR11793
RBP3,PTHR11261:SF3,PTHR11261
LRRC49,PTHR45973:SF8,PTHR45973
DNAJC10,PTHR44340:SF1,PTHR44340
CEP89,PTHR36170:SF1,PTHR36170
IL23R,PTHR23036:SF112,PTHR23036
OPRPN,PTHR14179:SF8,PTHR14179
ZNF385D,PTHR23067:SF12,PTHR23067
EMX1,PTHR24339:SF26,PTHR24339
KLHL17,PTHR24412:SF475,PTHR24412
ZNF665,PTHR24377:SF929,PTHR24377
GPR37L1,PTHR46216:SF4,PTHR46216
ELAC1,PTHR46018:SF2,PTHR46018
HECTD2,PTHR45622:SF56,PTHR45622
ATG16L1,PTHR19878:SF6,PTHR19878
CACNA1E,PTHR45628:SF5,PTHR45628
ACTB,PTHR11937:SF414,PTHR11937
KCNV2,PTHR11537:SF40,PTHR11537
KANK3,PTHR24168:SF23,PTHR24168
PECAM1,PTHR11481:SF5,PTHR11481
ATP5MC2,PTHR10031:SF32,PTHR10031
OR4K2,PTHR48002:SF104,PTHR48002
SPA17,PTHR10699:SF16,PTHR10699
TBL1X,PTHR22846:SF70,PTHR22846
PROP1,PTHR47409:SF1,PTHR47409
ELP6,PTHR16184:SF6,PTHR16184
CAMK2B,PTHR24347:SF403,PTHR24347
USP12,PTHR24006:SF647,PTHR24006
CNDP1,PTHR43270:SF1,PTHR43270
TMEM250,PTHR18884:SF108,PTHR18884
HDAC9,PTHR45364:SF1,PTHR45364
ARID4B,PTHR13964:SF24,PTHR13964
UHMK1,PTHR46962:SF1,PTHR46962
CRTAC1,PTHR16026:SF0,PTHR16026
ERMP1,PTHR12147:SF26,PTHR12147
H1-5,PTHR11467:SF24,PTHR11467
ABCC11,PTHR24223:SF168,PTHR24223
CCDC138,PTHR34523:SF1,PTHR34523
CELF3,PTHR24012:SF739,PTHR24012
TM9SF2,PTHR10766:SF36,PTHR10766
WNT2,PTHR12027:SF86,PTHR12027
FAM117A,PTHR14972:SF7,PTHR14972
CCDC17,PTHR33820:SF4,PTHR33820
LSG1,PTHR45709:SF2,PTHR45709
NDUFAF3,PTHR21192:SF2,PTHR21192
PRR23C,PTHR31813:SF6,PTHR31813
LRRTM4,PTHR24373:SF283,PTHR24373
ZNF37A,PTHR24377:SF828,PTHR24377
RPS6KA4,PTHR24351:SF41,PTHR24351
NME5,PTHR46161:SF1,PTHR46161
TFF1,PTHR13826:SF18,PTHR13826
IQCA1,PTHR23074:SF75,PTHR23074
ZNF182,PTHR24377:SF218,PTHR24377
DRGX,PTHR24329:SF542,PTHR24329
MYO9B,PTHR46184:SF2,PTHR46184
