"","pair","N","Y","gene1","gene2","Ours","HCT116.gi","GM12878.gi","Dede","A549.gi","HT29.gi","OVCAR8.gi","Phoebe","PC9.gi","HeLa.gi","Nicola","A375.gi","Mewo.gi","RPE1.gi","report","sum","cells","half","robust"
"1157","AGO4.AGO1",2,0,"AGO4","AGO1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1158","AGPAT9.AGPAT6",2,0,"AGPAT9","AGPAT6","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1159","AGR3.AGR2",2,0,"AGR3","AGR2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1160","AIF1L.AIF1",2,0,"AIF1L","AIF1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1161","AIPL1.AIP",2,0,"AIPL1","AIP","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1162","AK5.AK1",2,0,"AK5","AK1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1163","AKR7A3.AKR7A2",2,0,"AKR7A3","AKR7A2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1164","ALDH1A3.ALDH1A2",2,0,"ALDH1A3","ALDH1A2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1165","ALDH1L2.ALDH1L1",2,0,"ALDH1L2","ALDH1L1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1166","ALG1L2.ALG1L",2,0,"ALG1L2","ALG1L",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1167","ALG8.ALG6",2,0,"ALG8","ALG6","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1168","ALOX15.ALOX12",2,0,"ALOX15","ALOX12",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1169","AMELY.AMELX",2,0,"AMELY","AMELX",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1170","AMPD3.AMPD1",2,0,"AMPD3","AMPD1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1171","ANGEL2.ANGEL1",2,0,"ANGEL2","ANGEL1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1172","ANGPT2.ANGPT1",2,0,"ANGPT2","ANGPT1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1173","ANGPTL2.ANGPTL1",2,0,"ANGPTL2","ANGPTL1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1174","ANKRD13B.ANKRD13A",2,0,"ANKRD13B","ANKRD13A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1175","ANKRD18B.ANKRD18A",2,0,"ANKRD18B","ANKRD18A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1176","ANO2.ANO1",2,0,"ANO2","ANO1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1177","ANO4.ANO3",2,0,"ANO4","ANO3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1178","ANO6.ANO3",2,0,"ANO6","ANO3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1179","ANTXR2.ANTXR1",2,0,"ANTXR2","ANTXR1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1180","AOC3.AOC2",2,0,"AOC3","AOC2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1181","AP1M2.AP1M1",2,0,"AP1M2","AP1M1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1182","APBB3.APBB2",2,0,"APBB3","APBB2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1183","APP.APLP2",2,0,"APP","APLP2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1184","AQP12B.AQP12A",2,0,"AQP12B","AQP12A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1185","ARFGAP3.ARFGAP2",2,0,"ARFGAP3","ARFGAP2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1186","ARHGAP25.ARHGAP24",2,0,"ARHGAP25","ARHGAP24","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1187","ARHGAP26.ARHGAP10",2,0,"ARHGAP26","ARHGAP10",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1188","ARHGDIB.ARHGDIA",2,0,"ARHGDIB","ARHGDIA","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1189","ARNT2.ARNT",2,0,"ARNT2","ARNT",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1190","ARRB1.ARR3",2,0,"ARRB1","ARR3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1191","ARSE.ARSD",2,0,"ARSE","ARSD","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1192","ASAP3.ASAP2",2,0,"ASAP3","ASAP2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1193","ASB15.ASB14",2,0,"ASB15","ASB14",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1194","ASIC2.ASIC1",2,0,"ASIC2","ASIC1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1195","ATF6B.ATF6",2,0,"ATF6B","ATF6","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1196","ATP11B.ATP11A",2,0,"ATP11B","ATP11A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1197","ATP11C.ATP11B",2,0,"ATP11C","ATP11B","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1198","ATP13A5.ATP13A4",2,0,"ATP13A5","ATP13A4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1199","ATP2C2.ATP2C1",2,0,"ATP2C2","ATP2C1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1200","ATP5L2.ATP5L",2,0,"ATP5L2","ATP5L",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1201","ATP6V0D2.ATP6V0D1",2,0,"ATP6V0D2","ATP6V0D1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1202","ATP8A2.ATP8A1",2,0,"ATP8A2","ATP8A1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1203","ATP8B2.ATP8B1",2,0,"ATP8B2","ATP8B1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1204","ATP8B4.ATP8B1",2,0,"ATP8B4","ATP8B1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1205","ATP9B.ATP9A",2,0,"ATP9B","ATP9A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1206","ATRNL1.ATRN",2,0,"ATRNL1","ATRN",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1207","ATXN3L.ATXN3",2,0,"ATXN3L","ATXN3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1208","ATXN7L2.ATXN7",2,0,"ATXN7L2","ATXN7","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1209","B3GAT3.B3GAT1",2,0,"B3GAT3","B3GAT1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1210","B4GALNT2.B4GALNT1",2,0,"B4GALNT2","B4GALNT1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1211","B4GALT6.B4GALT5",2,0,"B4GALT6","B4GALT5",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1212","BARHL2.BARHL1",2,0,"BARHL2","BARHL1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1213","BCL6B.BCL6",2,0,"BCL6B","BCL6","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1214","BCL7B.BCL7A",2,0,"BCL7B","BCL7A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1215","BECN2.BECN1",2,0,"BECN2","BECN1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1216","BEST4.BEST2",2,0,"BEST4","BEST2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1217","BEX2.BEX1",2,0,"BEX2","BEX1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1218","BHLHE41.BHLHE40",2,0,"BHLHE41","BHLHE40","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1219","BHMT2.BHMT",2,0,"BHMT2","BHMT",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1220","BIRC3.BIRC2",2,0,"BIRC3","BIRC2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1221","BMP4.BMP2",2,0,"BMP4","BMP2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1222","BNIPL.BNIP2",2,0,"BNIPL","BNIP2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1223","BOD1L2.BOD1",2,0,"BOD1L2","BOD1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1224","BRSK2.BRSK1",2,0,"BRSK2","BRSK1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1225","BRWD3.BRWD1",2,0,"BRWD3","BRWD1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1226","BTBD6.BTBD3",2,0,"BTBD6","BTBD3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1227","BTF3L4.BTF3",2,0,"BTF3L4","BTF3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1228","BTG2.BTG1",2,0,"BTG2","BTG1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1229","BTNL8.BTNL3",2,0,"BTNL8","BTNL3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1230","C1GALT1C1L.C1GALT1C1",2,0,"C1GALT1C1L","C1GALT1C1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1231","C1QTNF9B.C1QTNF9",2,0,"C1QTNF9B","C1QTNF9",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1232","C2CD4B.C2CD4A",2,0,"C2CD4B","C2CD4A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1233","C7orf10.AMACR",2,0,"C7orf10","AMACR","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1234","CA11.CA10",2,0,"CA11","CA10",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1235","CA13.CA1",2,0,"CA13","CA1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1236","CABP5.CABP2",2,0,"CABP5","CABP2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1237","CACNA2D2.CACNA2D1",2,0,"CACNA2D2","CACNA2D1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1238","CACNA2D4.CACNA2D3",2,0,"CACNA2D4","CACNA2D3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1239","CACNG7.CACNG5",2,0,"CACNG7","CACNG5",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1240","CALB2.CALB1",2,0,"CALB2","CALB1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1241","CALCRL.CALCR",2,0,"CALCRL","CALCR",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1242","CALN1.CABP7",2,0,"CALN1","CABP7",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1243","CAMK2N2.CAMK2N1",2,0,"CAMK2N2","CAMK2N1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1244","CAPN3.CAPN1",2,0,"CAPN3","CAPN1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1245","CAPNS2.CAPNS1",2,0,"CAPNS2","CAPNS1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1246","CASP5.CASP4",2,0,"CASP5","CASP4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1247","CASQ2.CASQ1",2,0,"CASQ2","CASQ1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1248","CAV3.CAV1",2,0,"CAV3","CAV1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1249","CBR3.CBR1",2,0,"CBR3","CBR1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1250","CCDC74B.CCDC74A",2,0,"CCDC74B","CCDC74A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1251","CCDC85C.CCDC85B",2,0,"CCDC85C","CCDC85B","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1252","CCNJL.CCNJ",2,0,"CCNJL","CCNJ","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1253","CD200R1L.CD200R1",2,0,"CD200R1L","CD200R1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1254","CDC42EP3.CDC42EP2",2,0,"CDC42EP3","CDC42EP2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1255","CDH4.CDH2",2,0,"CDH4","CDH2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1256","CDK15.CDK14",2,0,"CDK15","CDK14",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1257","CDK2AP2.CDK2AP1",2,0,"CDK2AP2","CDK2AP1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1258","CDKL4.CDKL1",2,0,"CDKL4","CDKL1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1259","CDKN2B.CDKN2A",2,0,"CDKN2B","CDKN2A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1260","CDRT15L2.CDRT15",2,0,"CDRT15L2","CDRT15",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1261","CDYL2.CDYL",2,0,"CDYL2","CDYL","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1262","CEACAM4.CEACAM3",2,0,"CEACAM4","CEACAM3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1263","CELF2.CELF1",2,0,"CELF2","CELF1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1264","CELSR2.CELSR1",2,0,"CELSR2","CELSR1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1265","CEP170B.CEP170",2,0,"CEP170B","CEP170","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1266","CERS4.CERS2",2,0,"CERS4","CERS2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1267","CETN2.CETN1",2,0,"CETN2","CETN1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1268","CHAC2.CHAC1",2,0,"CHAC2","CHAC1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1269","CHD7.CHD6",2,0,"CHD7","CHD6","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1270","CHD8.CHD6",2,0,"CHD8","CHD6","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1271","CHD8.CHD7",2,0,"CHD8","CHD7","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1272","CHD9.CHD8",2,0,"CHD9","CHD8","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1273","CHI3L2.CHI3L1",2,0,"CHI3L2","CHI3L1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1274","CHIC2.CHIC1",2,0,"CHIC2","CHIC1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1275","CHP2.CHP1",2,0,"CHP2","CHP1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1276","CHPF2.CHPF",2,0,"CHPF2","CHPF",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1277","CHRM4.CHRM2",2,0,"CHRM4","CHRM2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1278","CHRNA7.CHRFAM7A",2,0,"CHRNA7","CHRFAM7A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1279","CHRNA9.CHRNA10",2,0,"CHRNA9","CHRNA10",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1280","CHRNB3.CHRNA5",2,0,"CHRNB3","CHRNA5",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1281","CHRNB4.CHRNB2",2,0,"CHRNB4","CHRNB2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1282","CHST3.CHST2",2,0,"CHST3","CHST2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1283","CHST7.CHST2",2,0,"CHST7","CHST2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1284","CIB3.CIB1",2,0,"CIB3","CIB1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1285","CIB3.CIB2",2,0,"CIB3","CIB2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1286","CKM.CKB",2,0,"CKM","CKB","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1287","CLCA4.CLCA1",2,0,"CLCA4","CLCA1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1288","CLCNKB.CLCNKA",2,0,"CLCNKB","CLCNKA",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1289","CLDN4.CLDN15",2,0,"CLDN4","CLDN15","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1290","CLDN7.CLDN10",2,0,"CLDN7","CLDN10","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1291","CLDN8.CLDN17",2,0,"CLDN8","CLDN17",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1292","CLEC4M.CD209",2,0,"CLEC4M","CD209",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1293","CLEC6A.CLEC4C",2,0,"CLEC6A","CLEC4C",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1294","CLGN.CANX",2,0,"CLGN","CANX",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1295","CLIP4.CLIP3",2,0,"CLIP4","CLIP3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1296","CLVS2.CLVS1",2,0,"CLVS2","CLVS1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1297","CNN3.CNN1",2,0,"CNN3","CNN1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1298","CNNM2.CNNM1",2,0,"CNNM2","CNNM1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1299","COL4A6.COL4A2",2,0,"COL4A6","COL4A2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1300","CORO2B.CORO2A",2,0,"CORO2B","CORO2A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1301","CORO6.CORO1C",2,0,"CORO6","CORO1C","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1302","COX6A2.COX6A1",2,0,"COX6A2","COX6A1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1303","COX7B2.COX7B",2,0,"COX7B2","COX7B",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1304","CPEB4.CPEB3",2,0,"CPEB4","CPEB3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1305","CPLX2.CPLX1",2,0,"CPLX2","CPLX1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1306","CPLX4.CPLX3",2,0,"CPLX4","CPLX3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
