A1CF	ENSGALG00000003765
PIANP	ENSGALG00000014466
PIAS1	ENSGALG00000007970
PIAS2	ENSGALG00000039434
PIAS4	ENSGALG00000034413
PIBF1	ENSGALG00000016929
PICK1	ENSGALG00000041823
PID1	ENSGALG00000002963
PIF1	ENSGALG00000009032
PIFO	ENSGALG00000023763
PIGA	ENSGALG00000016559
PIGC	ENSGALG00000027608
PIGF	ENSGALG00000020057
PIGG	ENSGALG00000015349
PIGH	ENSGALG00000009510
PIGK	ENSGALG00000009015
PIGL	ENSGALG00000004492
PIGM	ENSGALG00000010768
PIGN	ENSGALG00000012903
PIGO	ENSGALG00000002023
PIGQ	ENSGALG00000001985
PIGR	ENSGALG00000000919
PIGS	ENSGALG00000003665
PIGT	ENSGALG00000003909
PIGU	ENSGALG00000001219
PIGW	ENSGALG00000023554
PIGX	ENSGALG00000006408
PIGZ	ENSGALG00000026294
PIK3AP1	ENSGALG00000005547
PIK3C2A	ENSGALG00000006121
PIK3C2G	ENSGALG00000013117
PIK3C3	ENSGALG00000035773
PIK3CA	ENSGALG00000008934
PIK3CB	ENSGALG00000005505
PIK3CD	ENSGALG00000002583
PIK3CG	ENSGALG00000008081
PIK3IP1	ENSGALG00000006942
PIK3R1	ENSGALG00000014786
PIK3R2	ENSGALG00000003428
PIK3R5	ENSGALG00000026167
PIK3R6	ENSGALG00000042351
PIKFYVE	ENSGALG00000008842
PIM1	ENSGALG00000038902
PIM3	ENSGALG00000023576
PIMREG	ENSGALG00000006048
PIN1	ENSGALG00000042890
PIN4	ENSGALG00000003878
PINLYP	ENSGALG00000026884
PINX1	ENSGALG00000041139
PIP4K2A	ENSGALG00000007877
PIP4K2B	ENSGALG00000001610
PIP4P2	ENSGALG00000029571
PIP5K1A	ENSGALG00000027372
PIP5K1B	ENSGALG00000015107
PIP5K1C	ENSGALG00000000784
PIPOX	ENSGALG00000026392
PISD	ENSGALG00000006872
PITHD1	ENSGALG00000003986
PITPNA	ENSGALG00000023806
PITPNB	ENSGALG00000005654
PITPNM2	ENSGALG00000003645
PITPNM3	ENSGALG00000006034
PITRM1	ENSGALG00000007036
PITX1	ENSGALG00000030237
PITX2	ENSGALG00000042492
PITX3	ENSGALG00000005613
PIWIL1	ENSGALG00000002645
PJA2	ENSGALG00000000264
PJVK	ENSGALG00000023439
PKD1	ENSGALG00000005714
PKD2	ENSGALG00000010921
PKD2L1	ENSGALG00000005766
PKD2L2	ENSGALG00000006120
PKDCC	ENSGALG00000042511
PKIA	ENSGALG00000053281
PKIB	ENSGALG00000027036
PKM	ENSGALG00000001992
PKN2	ENSGALG00000006237
PKN3	ENSGALG00000004689
PKNOX1	ENSGALG00000016191
PKNOX2	ENSGALG00000043103
PKP1	ENSGALG00000000299
PKP2	ENSGALG00000012913
PKP4	ENSGALG00000012561
PLA1A	ENSGALG00000014997
PLA2G12A	ENSGALG00000012185
PLA2G12B	ENSGALG00000004332
PLA2G2E	ENSGALG00000014176
PLA2G4A	ENSGALG00000005065
PLA2G4F	ENSGALG00000043591
PLA2G5	ENSGALG00000018977
PLA2G6	ENSGALG00000012281
PLA2G7	ENSGALG00000016713
PLA2R1	ENSGALG00000011149
PLAA	ENSGALG00000001782
PLAAT1	ENSGALG00000007193
PLAG1	ENSGALG00000015407
PLAGL1	ENSGALG00000013754
PLAGL2	ENSGALG00000006586
PLAT	ENSGALG00000003709
PLAU	ENSGALG00000005086
PLB1	ENSGALG00000010032
PLBD2	ENSGALG00000008319
PLCB1	ENSGALG00000008875
PLCB2	ENSGALG00000042105
PLCB4	ENSGALG00000008907
PLCD1	ENSGALG00000005805
PLCD4	ENSGALG00000026687
PLCG1	ENSGALG00000003750
PLCG2	ENSGALG00000033507
PLCH1	ENSGALG00000010312
PLCH2	ENSGALG00000001207
PLCL1	ENSGALG00000008113
PLCL2	ENSGALG00000011248
PLCXD1	ENSGALG00000016721
PLCXD2	ENSGALG00000015375
PLCXD3	ENSGALG00000014845
PLCZ1	ENSGALG00000013123
PLD1	ENSGALG00000009252
PLD4	ENSGALG00000011646
PLD5	ENSGALG00000010737
PLEK2	ENSGALG00000009562
PLEK	ENSGALG00000008756
PLEKHA1	ENSGALG00000034548
PLEKHA2	ENSGALG00000003349
PLEKHA3	ENSGALG00000009135
PLEKHA5	ENSGALG00000013134
PLEKHA6	ENSGALG00000038399
PLEKHA7	ENSGALG00000029679
PLEKHA8	ENSGALG00000011185
PLEKHB1	ENSGALG00000017321
PLEKHB2	ENSGALG00000002169
PLEKHD1	ENSGALG00000009431
PLEKHF1	ENSGALG00000004474
PLEKHG1	ENSGALG00000012395
PLEKHG5	ENSGALG00000027476
PLEKHG7	ENSGALG00000011277
PLEKHH1	ENSGALG00000009507
PLEKHH2	ENSGALG00000009947
PLEKHJ1	ENSGALG00000000835
PLEKHM1	ENSGALG00000000201
PLEKHM2	ENSGALG00000003439
PLEKHM3	ENSGALG00000008479
PLEKHN1	ENSGALG00000002121
PLEKHO1	ENSGALG00000037540
PLEKHO2	ENSGALG00000007248
PLEKHS1	ENSGALG00000020679
PLG	ENSGALG00000004293
PLIN1	ENSGALG00000023395
PLIN2	ENSGALG00000015090
PLIN3	ENSGALG00000021972
PLK1	ENSGALG00000006110
PLK2	ENSGALG00000014725
PLK3	ENSGALG00000010129
PLK4	ENSGALG00000010195
PLLP	ENSGALG00000001391
PLN	ENSGALG00000027583
PLOD1	ENSGALG00000004531
PLOD2	ENSGALG00000006783
PLP1	ENSGALG00000000112
PLPBP	ENSGALG00000003101
PLPP1	ENSGALG00000014711
PLPP2	ENSGALG00000026834
PLPP3	ENSGALG00000010818
PLPP4	ENSGALG00000029020
PLPP6	ENSGALG00000003029
PLPP7	ENSGALG00000018700
PLPPR1	ENSGALG00000015542
PLPPR4	ENSGALG00000025896
PLPPR5	ENSGALG00000005470
PLRG1	ENSGALG00000009257
PLS1	ENSGALG00000002647
PLS3	ENSGALG00000005930
PLSCR1	ENSGALG00000006805
PLSCR5	ENSGALG00000006807
PLXDC1	ENSGALG00000023881
PLXDC2	ENSGALG00000007956
PLXNA1	ENSGALG00000006097
PLXNA2	ENSGALG00000001264
PLXNA4	ENSGALG00000006473
PLXNB1	ENSGALG00000006526
PLXNB2	ENSGALG00000039861
PLXNC1	ENSGALG00000011309
PLXND1	ENSGALG00000008473
PM20D1	ENSGALG00000000724
PM20D2	ENSGALG00000015779
PMCH	ENSGALG00000012757
PMEL	ENSGALG00000035350
PMM1	ENSGALG00000038599
PMM2	ENSGALG00000007326
PMP2	ENSGALG00000032453
PMPCA	ENSGALG00000001950
PMPCB	ENSGALG00000008280
PMS1	ENSGALG00000034011
PMS2	ENSGALG00000003430
PMVK	ENSGALG00000046656
PNISR	ENSGALG00000015483
PNKD	ENSGALG00000022166
PNLDC1	ENSGALG00000011624
PNN	ENSGALG00000010167
PNO1	ENSGALG00000009093
PNOC	ENSGALG00000016620
PNPLA2	ENSGALG00000014569
PNPLA4	ENSGALG00000016618
PNPLA6	ENSGALG00000039408
PNPLA7	ENSGALG00000008736
PNPLA8	ENSGALG00000009505
PNPT1	ENSGALG00000043545
PNRC1	ENSGALG00000015780
PNRC2	ENSGALG00000004122
POC1A	ENSGALG00000034572
POC1B	ENSGALG00000035493
POC5	ENSGALG00000014960
PODN	ENSGALG00000021869
PODXL2	ENSGALG00000006009
PODXL	ENSGALG00000006409
POF1B	ENSGALG00000006919
POFUT1	ENSGALG00000006594
POFUT2	ENSGALG00000006141
POGLUT1	ENSGALG00000015480
POGLUT2	ENSGALG00000016862
POGLUT3	ENSGALG00000017158
POLA1	ENSGALG00000016312
POLD3	ENSGALG00000017307
POLDIP2	ENSGALG00000003211
POLDIP3	ENSGALG00000011863
POLE2	ENSGALG00000012237
POLE3	ENSGALG00000008873
POLE	ENSGALG00000007665
POLG2	ENSGALG00000003520
POLH	ENSGALG00000010317
POLK	ENSGALG00000014956
POLL	ENSGALG00000007753
POLN	ENSGALG00000015692
POLQ	ENSGALG00000014924
POLR1A	ENSGALG00000038160
POLR1C	ENSGALG00000010349
POLR1D	ENSGALG00000007470
POLR1E	ENSGALG00000005395
POLR1F	ENSGALG00000010863
POLR2B	ENSGALG00000011387
POLR2C	ENSGALG00000001168
POLR2D	ENSGALG00000002057
POLR2E	ENSGALG00000002591
POLR2F	ENSGALG00000012291
POLR2H	ENSGALG00000008534
POLR2I	ENSGALG00000038595
POLR2L	ENSGALG00000006841
POLR3A	ENSGALG00000004947
POLR3B	ENSGALG00000012655
POLR3E	ENSGALG00000007008
POLR3F	ENSGALG00000008749
POLR3G	ENSGALG00000014650
POLR3H	ENSGALG00000011947
POLR3K	ENSGALG00000017681
POLRMT	ENSGALG00000001377
POMC	ENSGALG00000016600
POMGNT1	ENSGALG00000010351
POMGNT2	ENSGALG00000011518
POMK	ENSGALG00000026210
POMP	ENSGALG00000017090
POMT1	ENSGALG00000003757
POMT2	ENSGALG00000041962
PON2	ENSGALG00000009689
POP4	ENSGALG00000041972
POP5	ENSGALG00000007124
POPDC2	ENSGALG00000014988
POR	ENSGALG00000002053
POSTN	ENSGALG00000017046
POT1	ENSGALG00000008740
POU1F1	ENSGALG00000015495
POU2AF1	ENSGALG00000006809
POU2F1	ENSGALG00000015446
POU2F3	ENSGALG00000006673
POU3F3	ENSGALG00000033739
PP2D1	ENSGALG00000044362
PPA1	ENSGALG00000004442
PPA2	ENSGALG00000010582
PPARA	ENSGALG00000041470
PPARD	ENSGALG00000002588
PPARGC1A	ENSGALG00000042851
PPARG	ENSGALG00000004974
PPAT	ENSGALG00000013728
PPCDC	ENSGALG00000001711
PPCS	ENSGALG00000004882
PPDPF	ENSGALG00000005849
PPDPFL	ENSGALG00000039536
PPEF1	ENSGALG00000016522
PPEF2	ENSGALG00000011524
PPFIA2	ENSGALG00000010958
PPFIA4	ENSGALG00000000217
PPFIBP1	ENSGALG00000014106
PPFIBP2	ENSGALG00000005294
PPHLN1	ENSGALG00000009547
PPIA	ENSGALG00000028600
PPIB	ENSGALG00000002210
PPIC	ENSGALG00000005346
PPID	ENSGALG00000009451
PPIE	ENSGALG00000013383
PPIF	ENSGALG00000004809
PPIG	ENSGALG00000009839
PPIH	ENSGALG00000004874
PPIL2	ENSGALG00000042052
PPIL3	ENSGALG00000008228
PPIL4	ENSGALG00000012364
PPIL6	ENSGALG00000015237
PPIP5K1	ENSGALG00000008385
PPIP5K2	ENSGALG00000015264
PPL	ENSGALG00000002201
PPM1A	ENSGALG00000011917
PPM1B	ENSGALG00000030691
PPM1D	ENSGALG00000035610
PPM1E	ENSGALG00000005061
PPM1G	ENSGALG00000016513
PPM1H	ENSGALG00000009805
PPM1J	ENSGALG00000001605
PPM1K	ENSGALG00000011266
PPM1M	ENSGALG00000033277
PPME1	ENSGALG00000017312
PPP1CB	ENSGALG00000010026
PPP1CC	ENSGALG00000004571
PPP1R12A	ENSGALG00000010325
PPP1R12B	ENSGALG00000000336
PPP1R13B	ENSGALG00000011548
PPP1R15B	ENSGALG00000000611
PPP1R16B	ENSGALG00000003568
PPP1R1C	ENSGALG00000008896
PPP1R21	ENSGALG00000008937
PPP1R3A	ENSGALG00000009435
PPP1R3B	ENSGALG00000030303
PPP1R3C	ENSGALG00000006670
PPP1R3D	ENSGALG00000021220
PPP1R8	ENSGALG00000000729
PPP1R9A	ENSGALG00000009686
PPP2R2A	ENSGALG00000000235
PPP2R2B	ENSGALG00000007565
PPP2R2C	ENSGALG00000015531
PPP2R2D	ENSGALG00000010471
PPP2R3B	ENSGALG00000016702
PPP2R3C	ENSGALG00000010052
PPP2R5A	ENSGALG00000009828
PPP2R5C	ENSGALG00000029996
PPP2R5E	ENSGALG00000011840
PPP3CB	ENSGALG00000005243
PPP3CC	ENSGALG00000041413
PPP3R1	ENSGALG00000023648
PPP4R1	ENSGALG00000032092
PPP4R2	ENSGALG00000007810
PPP4R3A	ENSGALG00000010734
PPP4R3B	ENSGALG00000030810
PPP4R4	ENSGALG00000010950
PPP6C	ENSGALG00000001013
PPP6R3	ENSGALG00000007037
PPRC1	ENSGALG00000020742
PPT1	ENSGALG00000003936
PPTC7	ENSGALG00000004550
PPWD1	ENSGALG00000014756
PRADC1	ENSGALG00000016089
PRAG1	ENSGALG00000019003
PRDM11	ENSGALG00000008053
PRDM12	ENSGALG00000003895
PRDM14	ENSGALG00000033439
PRDM15	ENSGALG00000019178
PRDM1	ENSGALG00000015388
PRDM4	ENSGALG00000012619
PRDM5	ENSGALG00000011963
PRDM6	ENSGALG00000005351
PRDX1	ENSGALG00000010243
PRDX3	ENSGALG00000009369
PRDX4	ENSGALG00000016357
PRDX6	ENSGALG00000003053
PRELID1	ENSGALG00000002990
PRELID3A	ENSGALG00000013830
PRELID3B	ENSGALG00000007439
PRELP	ENSGALG00000034456
PREP	ENSGALG00000015405
PREPL	ENSGALG00000009981
PREX1	ENSGALG00000004621
PREX2	ENSGALG00000042354
PRICKLE1	ENSGALG00000009556
PRICKLE2	ENSGALG00000007332
PRIM1	ENSGALG00000041973
PRIM2	ENSGALG00000016278
PRIMA1	ENSGALG00000020392
PRIMPOL	ENSGALG00000010636
PRKAA1	ENSGALG00000014832
PRKAA2	ENSGALG00000010826
PRKAB1	ENSGALG00000007373
PRKAB2	ENSGALG00000001678
PRKACB	ENSGALG00000028530
PRKAG1	ENSGALG00000036282
PRKAG2	ENSGALG00000006219
PRKAG3	ENSGALG00000011360
PRKAR1A	ENSGALG00000004237
PRKAR1B	ENSGALG00000003675
PRKAR2A	ENSGALG00000007023
PRKAR2B	ENSGALG00000008060
PRKCA	ENSGALG00000025950
PRKCB	ENSGALG00000037943
PRKCD	ENSGALG00000002016
PRKCE	ENSGALG00000010000
PRKCH	ENSGALG00000011889
PRKCI	ENSGALG00000009364
PRKCZ	ENSGALG00000001270
PRKD1	ENSGALG00000009900
PRKD3	ENSGALG00000010612
PRKDC	ENSGALG00000042469
PRKG1	ENSGALG00000003805
PRKG2	ENSGALG00000010909
PRKN	ENSGALG00000011562
PRKRIP1	ENSGALG00000001833
PRKX	ENSGALG00000042759
PRL	ENSGALG00000012671
PRLHR	ENSGALG00000020656
PRLR	ENSGALG00000003446
PRMT3	ENSGALG00000003958
PRMT7	ENSGALG00000038865
PRMT8	ENSGALG00000013272
PRMT9	ENSGALG00000010022
PRNP	ENSGALG00000000209
PROC	ENSGALG00000001780
PROCR	ENSGALG00000006547
PRODH	ENSGALG00000007728
PROK2	ENSGALG00000007785
PROM1	ENSGALG00000014496
PROM2	ENSGALG00000041347
PROS1	ENSGALG00000015409
PROSER1	ENSGALG00000017038
PROX1	ENSGALG00000009791
PROZ	ENSGALG00000016832
PRPF18	ENSGALG00000043593
PRPF19	ENSGALG00000036530
PRPF38A	ENSGALG00000010627
PRPF38B	ENSGALG00000001972
PRPF39	ENSGALG00000012468
PRPF3	ENSGALG00000028205
PRPF40A	ENSGALG00000012526
PRPF4B	ENSGALG00000012813
PRPF4	ENSGALG00000008857
PRPF6	ENSGALG00000006001
PRPF8	ENSGALG00000002943
PRPH2	ENSGALG00000009909
PRPS1	ENSGALG00000004908
PRPS2	ENSGALG00000016592
PRPSAP1	ENSGALG00000021539
PRPSAP2	ENSGALG00000005064
PRR16	ENSGALG00000002183
PRR35	ENSGALG00000001994
PRR5	ENSGALG00000014213
PRR5L	ENSGALG00000007920
PRR7	ENSGALG00000041981
PRRC1	ENSGALG00000014703
PRRG1	ENSGALG00000016266
PRRG4	ENSGALG00000012032
PRRX1	ENSGALG00000003324
PRRX2	ENSGALG00000028236
PRSS12	ENSGALG00000012004
PRSS23	ENSGALG00000017244
PRSS35	ENSGALG00000015847
PRSS55	ENSGALG00000016642
PRSS57	ENSGALG00000035762
PRTFDC1	ENSGALG00000007694
PRUNE1	ENSGALG00000042220
PRUNE2	ENSGALG00000015167
PRXL2A	ENSGALG00000002421
PRXL2C	ENSGALG00000012624
PSAP	ENSGALG00000004769
PSAT1	ENSGALG00000015180
PSCA	ENSGALG00000045875
PSD2	ENSGALG00000030836
PSEN1	ENSGALG00000009320
PSEN2	ENSGALG00000009073
PSIP1	ENSGALG00000015105
PSKH1	ENSGALG00000001647
PSMA1	ENSGALG00000006022
PSMA2	ENSGALG00000039387
PSMA3	ENSGALG00000012039
PSMA4	ENSGALG00000003046
PSMA5	ENSGALG00000039624
PSMA6	ENSGALG00000010060
PSMA7	ENSGALG00000030411
PSMB1	ENSGALG00000011174
PSMB2	ENSGALG00000026421
PSMB3	ENSGALG00000001597
PSMB4	ENSGALG00000000905
PSMB6	ENSGALG00000045788
PSMB7	ENSGALG00000001103
PSMC1	ENSGALG00000010675
PSMC2	ENSGALG00000008236
PSMC3	ENSGALG00000008108
PSMC3IP	ENSGALG00000019741
PSMC5	ENSGALG00000000349
PSMC6	ENSGALG00000012408
PSMD10	ENSGALG00000008287
PSMD11	ENSGALG00000024112
PSMD12	ENSGALG00000026225
PSMD13	ENSGALG00000043684
PSMD14	ENSGALG00000011128
PSMD1	ENSGALG00000007664
PSMD2	ENSGALG00000006294
PSMD4	ENSGALG00000028505
PSMD5	ENSGALG00000001637
PSMD6	ENSGALG00000007315
PSMD7	ENSGALG00000000707
PSMD9	ENSGALG00000004352
PSME3	ENSGALG00000002937
PSME3IP1	ENSGALG00000021473
PSME4	ENSGALG00000008163
PSMF1	ENSGALG00000000259
PSMG1	ENSGALG00000016062
PSMG2	ENSGALG00000013863
PSMG3	ENSGALG00000004203
PSMG4	ENSGALG00000042232
PSPC1	ENSGALG00000017142
PSPH	ENSGALG00000002397
PSTK	ENSGALG00000009610
PSTPIP1	ENSGALG00000002786
PSTPIP2	ENSGALG00000040136
PTAFR	ENSGALG00000000783
PTAR1	ENSGALG00000015113
PTBP1	ENSGALG00000001962
PTBP2	ENSGALG00000005552
PTBP3	ENSGALG00000015669
PTCD2	ENSGALG00000038260
PTCD3	ENSGALG00000015773
PTCH1	ENSGALG00000012620
PTCH2	ENSGALG00000010133
PTCHD1	ENSGALG00000016358
PTCHD3	ENSGALG00000048869
PTCHD4	ENSGALG00000016726
PTDSS2	ENSGALG00000004300
PTEN	ENSGALG00000003634
PTER	ENSGALG00000008728
PTF1A	ENSGALG00000027144
PTGER2	ENSGALG00000012396
PTGER3	ENSGALG00000023142
PTGER4	ENSGALG00000014824
PTGES2	ENSGALG00000033760
PTGES3	ENSGALG00000036837
PTGES	ENSGALG00000046708
PTGFR	ENSGALG00000008901
PTGFRN	ENSGALG00000015464
PTGR1	ENSGALG00000015702
PTGR2	ENSGALG00000009269
PTGS1	ENSGALG00000001314
PTGS2	ENSGALG00000033635
PTH1R	ENSGALG00000005476
PTH	ENSGALG00000042878
PTHLH	ENSGALG00000017295
PTK2B	ENSGALG00000016564
PTK2	ENSGALG00000031741
PTK7	ENSGALG00000008609
PTN	ENSGALG00000040493
PTP4A1	ENSGALG00000016271
PTP4A2	ENSGALG00000003265
PTP4A3	ENSGALG00000040969
PTPDC1	ENSGALG00000005128
PTPMT1	ENSGALG00000008091
PTPN11	ENSGALG00000004821
PTPN13	ENSGALG00000011078
PTPN14	ENSGALG00000009784
PTPN1	ENSGALG00000008010
PTPN21	ENSGALG00000010616
PTPN22	ENSGALG00000021656
PTPN2	ENSGALG00000013867
PTPN3	ENSGALG00000022909
PTPN4	ENSGALG00000011596
PTPN5	ENSGALG00000006368
PTPN6	ENSGALG00000014561
PTPN9	ENSGALG00000001664
PTPRA	ENSGALG00000015995
PTPRB	ENSGALG00000010049
PTPRC	ENSGALG00000002192
PTPRD	ENSGALG00000015058
PTPRE	ENSGALG00000009823
PTPRF	ENSGALG00000010053
PTPRG	ENSGALG00000007177
PTPRJ	ENSGALG00000006382
PTPRK	ENSGALG00000037423
PTPRN2	ENSGALG00000030054
PTPRO	ENSGALG00000013085
PTPRQ	ENSGALG00000010935
PTPRS	ENSGALG00000004048
PTPRT	ENSGALG00000037889
PTPRZ1	ENSGALG00000040114
PTRH2	ENSGALG00000005150
PTRHD1	ENSGALG00000016610
PTS	ENSGALG00000007848
PTTG1IP	ENSGALG00000009044
PTX3	ENSGALG00000028284
PUDP	ENSGALG00000040388
PUM1	ENSGALG00000042598
PUM2	ENSGALG00000016481
PUM3	ENSGALG00000010178
PURG	ENSGALG00000027562
PUS10	ENSGALG00000007835
PUS1	ENSGALG00000002354
PUS3	ENSGALG00000000962
PUS7	ENSGALG00000008132
PUS7L	ENSGALG00000009577
PUSL1	ENSGALG00000001714
PVALB	ENSGALG00000012522
PWP1	ENSGALG00000012631
PWWP2A	ENSGALG00000038202
PWWP2B	ENSGALG00000010491
PXDC1	ENSGALG00000012814
PXDN	ENSGALG00000016377
PXK	ENSGALG00000007052
PXMP4	ENSGALG00000003042
PXN	ENSGALG00000007247
PXYLP1	ENSGALG00000029102
PYGB	ENSGALG00000008508
PYGL	ENSGALG00000012365
PYGO1	ENSGALG00000004369
PYGO2	ENSGALG00000051065
PYROXD1	ENSGALG00000013173
PYROXD2	ENSGALG00000007014
QKI	ENSGALG00000011555
QPCT	ENSGALG00000032440
QRFPR	ENSGALG00000037740
QRICH1	ENSGALG00000006867
QRSL1	ENSGALG00000015338
QSER1	ENSGALG00000012030
QSOX1	ENSGALG00000003933
QSOX2	ENSGALG00000001758
R3HDM1	ENSGALG00000012246
R3HDM2	ENSGALG00000043736
R3HDM4	ENSGALG00000001998
RAB10	ENSGALG00000016535
RAB11A	ENSGALG00000007615
RAB11B	ENSGALG00000000613
RAB11FIP1	ENSGALG00000003129
RAB11FIP2	ENSGALG00000009304
RAB11FIP3	ENSGALG00000002666
RAB11FIP4	ENSGALG00000003227
RAB12	ENSGALG00000033608
RAB14	ENSGALG00000001474
RAB17	ENSGALG00000003899
RAB18	ENSGALG00000007435
RAB19	ENSGALG00000012850
RAB20	ENSGALG00000016844
RAB21	ENSGALG00000010183
RAB22A	ENSGALG00000007554
RAB23	ENSGALG00000016279
RAB24	ENSGALG00000002984
RAB26	ENSGALG00000032418
RAB27A	ENSGALG00000004435
RAB28	ENSGALG00000014931
RAB29	ENSGALG00000000712
RAB2A	ENSGALG00000015450
RAB30	ENSGALG00000017248
RAB31	ENSGALG00000022874
RAB32	ENSGALG00000012300
RAB33A	ENSGALG00000024049
RAB33B	ENSGALG00000009790
RAB34	ENSGALG00000026315
RAB35	ENSGALG00000007308
RAB36	ENSGALG00000006710
RAB37	ENSGALG00000027789
RAB38	ENSGALG00000028018
RAB39A	ENSGALG00000017166
RAB39B	ENSGALG00000040784
RAB3A	ENSGALG00000030068
RAB3B	ENSGALG00000010567
RAB3C	ENSGALG00000014726
RAB3GAP1	ENSGALG00000012214
RAB3GAP2	ENSGALG00000009503
RAB3IL1	ENSGALG00000007203
RAB3IP	ENSGALG00000009959
RAB40B	ENSGALG00000001545
RAB40C	ENSGALG00000030481
RAB43	ENSGALG00000005021
RAB44	ENSGALG00000000544
RAB4A	ENSGALG00000036218
RAB5A	ENSGALG00000011272
RAB5B	ENSGALG00000042482
RAB5C	ENSGALG00000003359
RAB5IF	ENSGALG00000001054
RAB6A	ENSGALG00000017320
RAB7A	ENSGALG00000005902
RAB7B	ENSGALG00000000769
RAB8A	ENSGALG00000028851
RAB8B	ENSGALG00000003487
RAB9A	ENSGALG00000016579
RAB9B	ENSGALG00000004918
RABEP1	ENSGALG00000001737
RABEPK	ENSGALG00000042210
RABGAP1	ENSGALG00000001225
RABGAP1L	ENSGALG00000004578
RABGEF1	ENSGALG00000021611
RABGGTB	ENSGALG00000011388
RABIF	ENSGALG00000000436
RABL3	ENSGALG00000014949
RABL6	ENSGALG00000030263
RAC1	ENSGALG00000007130
RAC2	ENSGALG00000012456
RAC3	ENSGALG00000040606
RACGAP1	ENSGALG00000033231
RACK1	ENSGALG00000000122
RAD17	ENSGALG00000015571
RAD18	ENSGALG00000008368
RAD1	ENSGALG00000003365
RAD21	ENSGALG00000029523
RAD21L1	ENSGALG00000006186
RAD23B	ENSGALG00000015540
RAD50	ENSGALG00000006794
RAD51AP1	ENSGALG00000017290
RAD51B	ENSGALG00000009491
RAD51C	ENSGALG00000040380
RAD51D	ENSGALG00000031918
RAD51	ENSGALG00000030313
RAD52	ENSGALG00000039171
RAD54B	ENSGALG00000043597
RAD54L2	ENSGALG00000003243
RAD54L	ENSGALG00000010356
RAD9A	ENSGALG00000036642
RADX	ENSGALG00000008990
RAE1	ENSGALG00000007653
RAF1	ENSGALG00000004998
RAG1	ENSGALG00000007938
RAG2	ENSGALG00000046408
RAI14	ENSGALG00000003353
RAI2	ENSGALG00000016538
RALA	ENSGALG00000031893
RALB	ENSGALG00000026493
RALBP1	ENSGALG00000008405
RALGAPA1	ENSGALG00000010088
RALGAPB	ENSGALG00000001420
RALGDS	ENSGALG00000003412
RALGPS1	ENSGALG00000000906
RALGPS2	ENSGALG00000004273
RALY	ENSGALG00000033696
RAMAC	ENSGALG00000006010
RAMP1	ENSGALG00000003821
RAMP2	ENSGALG00000024449
RAMP3	ENSGALG00000037246
RANBP10	ENSGALG00000001439
RANBP1	ENSGALG00000002107
RANBP3	ENSGALG00000000577
RANBP3L	ENSGALG00000021304
RANBP9	ENSGALG00000012696
RAN	ENSGALG00000002569
RANGAP1	ENSGALG00000011966
RAP1A	ENSGALG00000001476
RAP1B	ENSGALG00000009927
RAP1GAP2	ENSGALG00000033885
RAP1GDS1	ENSGALG00000012222
RAP2A	ENSGALG00000016889
RAP2C	ENSGALG00000006061
RAPGEF1	ENSGALG00000003712
RAPGEF2	ENSGALG00000020249
RAPGEF4	ENSGALG00000043694
RAPGEFL1	ENSGALG00000035690
RAPH1	ENSGALG00000054939
RAPSN	ENSGALG00000008100
RARA	ENSGALG00000037935
RARB	ENSGALG00000011298
RARRES1	ENSGALG00000009594
RARRES2	ENSGALG00000042642
RARS1	ENSGALG00000001850
RARS2	ENSGALG00000015806
RASA1	ENSGALG00000017706
RASA2	ENSGALG00000002850
RASA3	ENSGALG00000016817
RASAL1	ENSGALG00000008150
RASAL2	ENSGALG00000004323
RASD1	ENSGALG00000004860
RASD2	ENSGALG00000012542
RASEF	ENSGALG00000012576
RASGEF1A	ENSGALG00000002525
RASGEF1B	ENSGALG00000010903
RASGEF1C	ENSGALG00000006076
RASGRF1	ENSGALG00000008262
RASGRF2	ENSGALG00000015598
RASGRP1	ENSGALG00000009740
RASGRP3	ENSGALG00000010435
RASL10B	ENSGALG00000002086
RASL11A	ENSGALG00000017099
RASL11B	ENSGALG00000013948
RASL12	ENSGALG00000007349
RASSF10	ENSGALG00000039822
RASSF1	ENSGALG00000038951
RASSF2	ENSGALG00000030432
RASSF3	ENSGALG00000009842
RASSF6	ENSGALG00000011664
RASSF9	ENSGALG00000027633
RAVER2	ENSGALG00000033759
RAX2	ENSGALG00000013431
RAX	ENSGALG00000033279
RB1CC1	ENSGALG00000015259
RB1	ENSGALG00000016997
RBBP4	ENSGALG00000003522
RBBP5	ENSGALG00000000668
RBBP6	ENSGALG00000006043
RBBP7	ENSGALG00000016546
RBBP8	ENSGALG00000014982
RBFA	ENSGALG00000036067
RBFOX1	ENSGALG00000034325
RBFOX2	ENSGALG00000012540
RBFOX3	ENSGALG00000032889
RBKS	ENSGALG00000010043
RBL1	ENSGALG00000001332
RBL2	ENSGALG00000003663
RBM12	ENSGALG00000030253
RBM14	ENSGALG00000035260
RBM15B	ENSGALG00000050969
RBM15	ENSGALG00000000401
RBM17	ENSGALG00000006332
RBM18	ENSGALG00000028167
RBM19	ENSGALG00000008289
RBM22	ENSGALG00000004555
RBM24	ENSGALG00000012712
RBM25	ENSGALG00000009332
RBM26	ENSGALG00000016910
RBM27	ENSGALG00000007516
RBM33	ENSGALG00000006372
RBM34	ENSGALG00000014328
RBM38	ENSGALG00000026081
RBM39	ENSGALG00000001550
RBM41	ENSGALG00000004832
RBM45	ENSGALG00000009202
